comment,state_group,region
""lol hard to say "","kentucky","south"
""there are 100  african lions in kentucky  my uncle saw one in paducah 27 years ago while doing bath salts out behind the waffle house at 3am  "","kentucky","south"
""you win  "","kentucky","south"
""lol seeing mufassa like that was heartbreaking for us  "","kentucky","south"
""a cougar would actually make sense based on what it looked like  it was yellowish in color  had a lion like head and tail  looking at pictures of cougars that could make sense although they claim to be extinct in ky but that can change  anything is possible with wilderness and mountains  "","kentucky","south"
""the changing climate has between fuck and all to do with it  mountain lions are native here and will eventually spread back this way  there are pets that have been roadkill as well in east kentucky they have south american dna though so they were captive and either escaped or got released   "","kentucky","south"
""the reason fish and wildlife doesn t want to even pretend they are here is because they don t want to deal with the headache of conservation on them  they will fight tooth and nail before admitting they are here  "","kentucky","south"
""check this happen had something like this happen in the heart of shenandoah valley in va   you talk to locals and they say mountain lions aren t there but i have another saying they know what they seen and it was a mountain lion   they are there i don t care what anyone says they are there   "","kentucky","south"
""i saw a mountain lion in the daniel boone forest in whitley co about 15 16 years ago  it was wild   "","kentucky","south"
""the scream you re talking about is a bob cat  they sound super strange  that being said  i did almost hit a cougar in floyd county  right outside of a local weekend auction house in a town of about 50 people  literally half the town saw it  i can t see for shit thought i was driving up a yellow lab in the middle of the road at night and there it is  people at the auction house were staring out the garage door and taking pictures "","kentucky","south"
""which part of goshen did you see it  creasey mahan  "","kentucky","south"
""or  when they do  it's clearly a bobcat because somehow people confuse a 30lb cat with a 150lb one  be like confusing a beagle with a st  bernard  "","kentucky","south"
"" https   www wymt com video 2023 08 03 viewer video its mountain lion bro   https   www wymt com video 2023 08 03 viewer video its mountain lion bro   "","kentucky","south"
"" https   www usatoday com story news nation now 2014 12 17 puma killed in kentucky 20536509   https   www usatoday com story news nation now 2014 12 17 puma killed in kentucky 20536509   "","kentucky","south"
""that would put it around the richwood exit  right shoulder or left  i just went that way around noon but didn't see anything  "","kentucky","south"
""i wasn't there  all i recall is  black with a big bushy tail  "","kentucky","south"
""that would be so sad if it was a cougar considering how little there are left in kentucky "","kentucky","south"
""right next to it  it was off old rose island rd  but like 100 yds from the intersection with 1793  it was wild  we were in an old wrangler with the top and doors off  so got a very clear view of it  at first we thought it was one of those wooden black bear silhouette things in a front yard  but as we got close it raised its head and looked at us  "","kentucky","south"
""i emailed kdfwr and the guy who runs their bear program replied the next morning  he said they actually swim across the river there from charlestown area all the time  then tend to slowly move north toward the counties in northern ky  he said they were aware of the one i saw and he was one of a pair of younger ones they d been watching for a week or so   but if he was a little one  i d hate to run into him full grown  he was big  probably 200 250 lbs  "","kentucky","south"
""channel 6 wowt is a nebraska station  wymt just shared the video  "","kentucky","south"
""it was on the left shoulder  we saw it friday so it could have been removed  there's a small chance we were on 275 still but we believe we were on 75 at that point  sorry not the clearest info  but we were probably 20 30 minutes into the trip headed to the gorge from cincy  "","kentucky","south"
""i don t think cougars mountain lions pumas  panthers are endangered at all  "","kentucky","south"
""i'm just talking about in kentucky  it's said  they haven't been in kentucky for over a hundred years in large numbers "","kentucky","south"
""technically legally speaking they aren t here see my other comment in this thread "","kentucky","south"
""that is ridiculous and sad to hear "","kentucky","south"
""every state does the same there is just to much hassle for fish and wildlife to mess with  "","kentucky","south"
""some of these properties may be very hilly  just fyi  this is where the foothills of the appalachians begin and the elevation change can vary quite a bit in this area  "","kentucky","south"
""well you've got two college towns in your box  berea and richmond  berea owns a ton of land in madison county and i can tell you right now a lot of what you're looking at is forested land  not only is it forested but the terrian probably won't sustain a livestock farm due to the foothills  not saying it's impossible  but if you shift your area of interest maybe 15 miles west you'll find signficantly flatter land  "","kentucky","south"
""i grew up on a cattle farm in west central kentucky  and the i went to college in the area you squared  i worked for a man who had a cattle farm for a few years in that area   "","kentucky","south"
""the area you outlined is the appalachian plateau  and that area is highly serrated land  you could buy a couple hundred acres and you might not be able to get to part of it because the lowlands and the highlands are often separated by 100 to 200 ft cliffs  water and pasture land will be harder to find in the highlands for your cattle unless you're damming creeks before they flow off a waterfall to your lowlands  highlands are often forrested   "","kentucky","south"
""there are beautiful farms there  though  that run cattle that are established and have existed for generations   "","kentucky","south"
""if i was buying in the area  i would look for land along the kentucky river and it's tributaries  the flood plains will offer flat pasture land to run cattle or cut hay on  if you look at google earth you will see what i mean  also  the knobland the is adjacent to that area is also optimal far land   "","kentucky","south"
""but of course  the best pastureland in all of kentucky is around lexington  that's the bluegrass area of kentucky  and that's why it's the horse capitol of the world  ancient  flat prairieland with limestone filtered water makes for great farmland  fast horses  and bourbon  "","kentucky","south"
""if being near a meat processor is helpful  there is one in hazel green i use sometimes  they may also be aware of nearby farms that may be looking to sell   "","kentucky","south"
""jsw farm chop shop "","kentucky","south"
""my family runs a medium sized cattle operation between richmond and irvine   it is almost at the center of your box   this is family land  and has been kept so for generations   madison county has a huge cattle population  and much of the land in the norther two thirds of the county decent for a cattle operation   there is a stockyard for cattle sales on every friday  in richmond    "","kentucky","south"
""i don't think there are many hog operations in kentucky  as this area is more suited to grazing herds   there are some sheep operations in the area  but they are in the minority   predators being the biggest issue for most sheep farms    "","kentucky","south"
""over the last several decades we have seen an increase in drought conditions  as our climate has changed   this is creating a more difficult environment for maintaining profitability   it is almost impossible to stay profitable in cattle  if you are buying all of your hay and forage   you will need enough land to provide forage through the year  as well as support a hay crop    "","kentucky","south"
""if you are truly serious in this endeavor  you should reach out to the kentucky cattlemen's association   they can help you find land and have a wealth of information and resources for someone who is raising cattle in ky   they are planning their annual convention right now  and this is a great place to start networking   best of luck in your search  "","kentucky","south"
""ky raises a lot of cattle   1 east of the mississippi  i think  so you'll have no problems with that market and getting great usda and ky ag dept  support   my neighbor raises sheep for their lambs  so they're around  too  though you'll likely need a great pyrenees or two to keep the coyotes away  hog farming is so industrialized now  you don't see much of that in this area  and i'm not sure our laws make it easy to start up one of those operations  good area  good luck  "","kentucky","south"
""take a look at this usda estimate of current counties by head of cattle  which confirms what some of the other posters are saying    https   www nass usda gov statistics  by  state kentucky publications county  estimates maps 2024 20all 20cattle 20by 20county 20web png  https   www nass usda gov statistics by state kentucky publications county estimates maps 2024 20all 20cattle 20by 20county 20web png  "","kentucky","south"
""basically most of the serious cattle raising is where an earlier poster worked in west central ky   around central ky  the area you highlight is not hugely popular  though also admittedly not very populated  so that undoubtedly affects numbers as well   with the exception of madison county  i'd imagine due to the terrain issues others have discussed   madison i think is at risk of increasing urbanization and growth  but if you shift your box slightly to the west  could also consider garrard  i have family there and anecdotally  you see a lot of cattle farms   lincoln  or washington  all of which are less likely to have serious growth  "","kentucky","south"
""you sound more like an investment type person and not someone really trying to be here and contribute to the community "","kentucky","south"
""if you re not going to dedicate your time and effort into a livestock farm in the area you ve circled  don t even bother  you ll be doing lots of clearing on most of the land you re going to try to buy  good luck getting electricity and water ran to some of those areas   "","kentucky","south"
""you sound like an investor and that s not exactly something most people from the area like  "","kentucky","south"
""farming in ky is much better in the plains of western ky the eastern side of kentucky is the appalachian rocky hills "","kentucky","south"
""i just traveled through the danville   lancaster   richmond area yesterday  cows and farmland as far as the eye could see  you just have to be okay with the acreage being mostly rolling hills  "","kentucky","south"
""avoid property adjacent to parkway interstates ect  tnere is some problem with people loading up cattle  on the sides of these highways and taking iff with them in a trailer  "","kentucky","south"
""all i ll say is  if you aren t from kentucky  which it sounds like you are not  rural areas aren t as kind to transplants  our land is precious  be respectful  "","kentucky","south"
""harrison county has some real nice grazing land  you can find some decent open land right now  paris is not bad either  the further south you get the more hills you have to contend with  "","kentucky","south"
""check rockcastle county  it's a smidge to the left of your box  but a lot of possibility there  "","kentucky","south"
""estill county  as well  might work "","kentucky","south"
""can be done at a price  be careful of the landscape  it gets pretty hilly and rough very quickly "","kentucky","south"
""lots of hills in kentucky  some steep  but kentucky is beautiful and if you can  do it  i would do it  i would love to do it  you have my envy  "","kentucky","south"
""beautiful area  terrible for agriculture compared to to pretty much anywhere else in kentucky or the rest of the midwest south tbh "","kentucky","south"
""you want to move a little further west  actually  it s pretty flat in western ky  and although there are lots of hills and hollers too  i ve seen lots of cattle farming near my family s place in ohio county  still pretty hilly  but if you have enough cleared land for grazing  go for it  you could buy land  have it surveyed and timbered  then put that money towards the farm  lots of the land in the bluegrass is for horse farms  in and around lexington  and if you go more towards bardstown  you could probably find some nice land in that area perhaps  idk though i m from southern in  as others have said  however  as a native born kentuckian and a adopted hoosier  i stress just like everyone else here  do not just buy this shit and never take care of it  farms are intensive and if you re not intending to take part in it  you don t need to be owning one  "","kentucky","south"
""isn't that where the bluegrass army depot stored a bunch of chemicals  "","kentucky","south"
""yeah  start one outside the state of kentucky preferably  "","kentucky","south"
""i wouldn t buy anywhere near the distilleries due to the  way the fungus issue affects farms  "","kentucky","south"
""that area near richmond may not be much available due to bluegrass depot and national forest area  i moved about an hour west closer toward bardstown etown area  plenty of farmland and resources out there than where you ve got circled  "","kentucky","south"
""i m out in montgomery county  rolling hills that lead into the forest on the eastern half  there are cattle and sheep farms out here  you ll want to walk the property before you put in an offer  "","kentucky","south"
""look for land around boyle county for cattle land "","kentucky","south"
""madison county has plenty of cattle land  look around union city and doylesville  for instance  but richmond is growing that direction some with some suburb type developments  richmond has stockyards   "","kentucky","south"
""examine the route to the stockyards wherever you choose  you gotta pick a place for your corral that can get a cattle trailer in and out   "","kentucky","south"
""i recommend the master cattlemen's course taught by the county extension offices  "","kentucky","south"
""i have land just west of richmond that was inexpensive precisely because it's not suitable for livestock  steep hills and poor soils mean unprofitably low stocking rates  adjacent to me there is good cattle land  but much of your box is more like my land  good contacts for your question would be kenny burdine at uk  kburdine uky edu  and his colleagues jonathan shepherd and greg halich  all are easy to google  "","kentucky","south"
""how many heads of cattle are you looking to have  and how much land are you interested in buying  "","kentucky","south"
""just glancing through local listings  there s a 39 acre highland farm in powell near the estill line for 1 8 million  that includes a house  i ve envied it every time i ve driven past it  but i m no farmer nor a millionaire  "","kentucky","south"
""my father in law runs a livestock farm in montgomery county  i can't tell if it's in your box  but many older farmers are getting out of the business  you should look in clark and montgomery county to see if someone is willing to sell a whole farm with a herd  "","kentucky","south"
""you want the bluegrass   the area you outlined is forested  extremely hilly  spotted with caves  and difficult to access  "","kentucky","south"
""that area looks safe from the growing city  you may want to research the soon to be implemented urban service boundary expansion that will allow the city to grow more eastward  but i think your selected area is safe from it   "","kentucky","south"
""not much else to say but kentucky is great  and a great place for such a farm  plenty around that area that do similar farming  "","kentucky","south"
""drive any backroads within this square and you will see cattle farms everywhere   "","kentucky","south"
""nicholas  montgomery  harrison counties are full of cattle farms and the price per acre of land is decent compared to the rest of the country  especially in nicholas county  "","kentucky","south"
""in regards to appalachia area  there's mining companies that only care about profits  when i worked in the court system i saw lots of civil suits due to property damages from blasting  "","kentucky","south"
""sheep  "","kentucky","south"
""this  there s a lot of terrain in eastern ky that is best suited for timber  "","kentucky","south"
""hills are the best terrain to run cattle on  the land is cheap because you can t do anything else with it "","kentucky","south"
""if you read some wendell berry he will explain why some kinds of farming on this land is a bad idea  the first hour of the world ending fire talks about what the land was used for when the whiteman came and what became of it  not discouraging your ideas but offering a beautiful interpretation of some regional perspective  i recommend all people near a forest read his work  we learn about the forest through the loss of it unfortunately  as he learned as well   best wishes to you and your family  "","kentucky","south"
""yeah  if they moved the box a bit to the right around menifee  there's some good land in that area if you still wanna be in eastern ky   or if you move it south into th london williamsburg area  aside from that  going west is the safe bet  "","kentucky","south"
""morehead as well  "","kentucky","south"
""i d say the meat of the animals would also be tougher from straining on the hills  best meat comes the life of luxury and ease  "","kentucky","south"
""thank you  after reading these comments i'm gonna look more into the areas around lexington even if they're more expensive  it sounds like it's worth it "","kentucky","south"
""thank you  "","kentucky","south"
""thank you so much  i wasn't aware of the cattlemens association that's a huge help "","kentucky","south"
""i hope the laws make most factory farming prohibitive if not they need to    corps and businesses trying to buy up a lotta land around me  "","kentucky","south"
""thank you  "","kentucky","south"
""thanks so much that link helps a lot "","kentucky","south"
""this  sounds like a milionaire trying to buy up some cheap land for a hobby farm that they visit a few times a year   "","kentucky","south"
""yeah  i was about to give my honest opinion until i realized the same thing  small agriculture is the cultural backbone of rural ky  and the us  unless this person honestly is looking to live their life committed to bolstered and connecting to the community they have no business being a part of it  "","kentucky","south"
""nope  looking to feed my family and community with healthy fresh food  i've always loved farming  appreciate the skepticism though "","kentucky","south"
""not an investor just a small farmer but i appreciate the input "","kentucky","south"
""that area is great for farming  "","kentucky","south"
""i grew up in west kentucky near henderson  i still remember my father's old rifle propped in the corner of the master bedroom to use when cattle rustlers were active in the area or when packs of wild dogs roamed the county  "","kentucky","south"
""i would love to hear more about that "","kentucky","south"
""why  "","kentucky","south"
""i can't think of a major distillery inside the circled area  "","kentucky","south"
""looking for about 40 acres and not too sure on how much cattle i wanna run on it yet  i would probably start small and grow to as much as the land could handle  after reading these comments i've shifted my sights more west and i'm really interested in the areas around lexington "","kentucky","south"
""great advice thank you  i'll look into that "","kentucky","south"
""this is north of the mines  "","kentucky","south"
""i think most people think cows are only kept in flat open fields    we always ran ours in the hills  "","kentucky","south"
""not even close to a millionaire haha  as i replied above i'm just looking to start a farm to feed my family and community "","kentucky","south"
""i agree with you about small agriculture being the backbone and that's exactly what i'm trying to do "","kentucky","south"
""i remember growing up hearing about mustard gas or nerve gas or something along those lines that was being stored there  in the mid 2000s they said they were trying to dispose of them safely and legally  they even had evacuation routes and plans if it were to ever leak out  whole counties would've been evacuated  it was pretty scary as a kid  "","kentucky","south"
""barrel storage areas being built all over north laurel county and environs "","kentucky","south"
""always know your dealer  "","kentucky","south"
""buy local  "","kentucky","south"
""for the people that can't find where to find a provider   here  https   kymedcan ky gov patients and caregivers pages find a practitioner aspx  it is  but since it'll be high thc products capped at 35   rather than any cbd dominant offerings type 3 or type 2 stuff all lf which are classified as hemp  there won't be any products i could tolerate  they need to take the restrictions off hemp so everyone can have some medicine  some people need cbd cbg cbn etc   the healthy cannabinoids that help with inflammation  sleep etc and those products would  in my opinion  help ptsd sufferers more than a high thc product   "","kentucky","south"
""bonus points that hemp isn't a controlled substance by the federal gov so it should give more confidence to the folks that like having protection in their homes too vs the marijuana scheduling which prohibits that right  "","kentucky","south"
""i am happy ky is not last in this though  but still more work to do  "","kentucky","south"
""now you just need to be nearly dead for the conditions the card covers  unless they're going to be liberal with the ptsd diagnosis "","kentucky","south"
""i just cant believe our gov ment ll let anything good happen  "","kentucky","south"
""and they re putting together a task force to go around and shut down vape shops at the first of the year too  to my understanding it s nicotine vapes only  really gonna hurt my small business bad "","kentucky","south"
""sure  ‰ "","kentucky","south"
""if anyone wants to be successful in this medical program they better hire some consultants like myself who can give them some real firm advice because this market is way different than anything  they think they re getting involved in  and if all that comes in here or the big multi state operators it s gonna be nothing but mids overpriced garbagefor at least three or four or five years  we need real craft growers people with real legacy experience lead the way in kentucky leads the way  "","kentucky","south"
""yeah except there s no actual bud or  raw plant material  allowed   only vapes edibles   a joke   baby steps i guess "","kentucky","south"
""where's the job postings  i'm a grower in mi and looking to move back  haven't seen shit it's going to be months before there's any herbs to sell "","kentucky","south"
""weeks  try months  if that  out of the 16 cultivator licenses they ve awarded in october  none have gone to hemp farmers in the state  the lotteries have been dominated by application stacking from out of state companies with deep pockets for the expensive application fees and good lawyers   one company in arkansas  https   www lpm org news 2024 11 25 kentucky medical marijuana lottery dominated by out of state pot companies  is pretty much vertically integrated in the market  meaning they can charge whatever they like  that s supposed to be against the rules  but the state is too scared of getting sued by the industry to do anything about it  the rich will get richer  and the people who need this for chronic pain or cancer are gonna get screwed  "","kentucky","south"
"" can t get a card cuz i have out of state felonies "","kentucky","south"
""i hate it here sometimes "","kentucky","south"
""are cards available yet  "","kentucky","south"
""following for my sanity "","kentucky","south"
""ain t shit going on in ky and no one really knows what will really happen even tho we all want it so badly  "","kentucky","south"
""if only my job allowed it  "","kentucky","south"
""do they give you marijuana for headache  "","kentucky","south"
""i can help anyone that needs to source theit meds 100   legal  discreet  and shipped to you  coa included  prices are low and quality is excellent  my company is bluegrass botanicals and we are a local startup with long established connections to high quality farmers on the west coast  anybody have any questions feel free to message me  "","kentucky","south"
""tried to get an appointment  200 for a 15 minute ptsd consultation  ” while i understand people need to make their money unfortunately my fixed income won't allow me to get it even though i qualify  "","kentucky","south"
""i haven't seen this mentioned anywhere but are there gonna be any reciprocation agreements  what i mean is ky gonna recognize med cards from other states  "","kentucky","south"
""  how can i get a medical card  "","kentucky","south"
""indiana "","kentucky","south"
""i want to say only one in state person got a producer license due to the flood of the applications with over a million dollars worth of applications by some people through multiple llcs "","kentucky","south"
""i d love to but i ain t found one in beaver dam  all i need is an ounce every payday and i ll be happy  but people don t seem to want money  "","kentucky","south"
""i don't know what restrictions you're talking about with hemp  i currently sell cbg  cbn  cbd and a variety of others in lexington  have been for 4 years now  hemp derived thc products as well  if you'd like to know more  please dm  "","kentucky","south"
""chronic pain  my man "","kentucky","south"
""i've heard they will be liberal with the ptsd  you can already go online and get a medical card under the executive order i know people who have done it "","kentucky","south"
"" kentucky cannabis clinic  https   www kentuckycannabis clinic   "","kentucky","south"
""thank whiskey and tobacco "","kentucky","south"
""recreational would be better "","kentucky","south"
""you're going to get athena weed   sorry bro "","kentucky","south"
""not true  it's basically like ohios previous med program  they sell flower but it's for vaporizing "","kentucky","south"
""you can get approved now but won't get your card till next month  "","kentucky","south"
""i would love to know who they are  "","kentucky","south"
""i know of several farms that produce safe and wonderful products if i wanted to purchase  but the problem is hemp flower posession is not allowed in kentucky per  krs 260 858  2   https   apps legislature ky gov law statutes statute aspx id 49788  you can be charged with the same marijuana charges  i know lots of gas stations and other shops sell stuff  thats their risk  "","kentucky","south"
""i don't want felonies over a federally legal flower that kentucky lawmakers have made illegal  it's terrible  "","kentucky","south"
""does it have to be proven by x rays and previous documentation  "","kentucky","south"
""which is defined by the state as pain that lasts three months or more  there s your giant loophole if you need it  "","kentucky","south"
""not a valid card  won t be recognized by any licensed dispensary  "","kentucky","south"
""those things aren't good "","kentucky","south"
""yep  flower allowed  but box says something to the effect  not for combustion   "","kentucky","south"
""thanks for the correction i m glad to know that   what i read said no raw plant material or something to that effect "","kentucky","south"
""me too  i'm sure that will come to light publicly in the coming weeks  i work in the industry so this is all hearsay "","kentucky","south"
""my apologies as i thought you were referring to all products  not just flower  you're correct  i don't sell flower  but was just making sure you were aware the products you mentioned we're available  "","kentucky","south"
""good question  im assuming previous documentation should be enough "","kentucky","south"
""i m saying  weeds a threat to tobacco and whisky in ky  "","kentucky","south"
""and im certain everyone will adhere to that  mandate  "","kentucky","south"
""the real pressing question is is what are the prices gonna be  "","kentucky","south"
""could i dm you  really wanting to get into the industry just don t know how to do so "","kentucky","south"
""yes thank you i understand we can buy oil and such  but not being allowed flower    majorly    limits us   "","kentucky","south"
""which also is why ky hemp program did poorly  state says its cause they had too many growers  fact is not allowing farmers flower sales was the problem  "","kentucky","south"
""sure fire away  "","kentucky","south"
""agreed  farmers have suffered for sure  i've heard several have stopped operations completely due to not being able to market any product  may this change in the future  "","kentucky","south"
""ft  thomas  great school system   safe  "","kentucky","south"
""independence is good  rural in places but also close enough to everything  "","kentucky","south"
""union and burlington are very nice  good schools in the cooper high school district  "","kentucky","south"
""obviously a lot is going to depend on your budget  but i would suggest ft  mitchell  ft  thomas  edgewood  lakeside park  crestview hills  or park hills  "","kentucky","south"
""union  ky has great schools and great neighborhoods  "","kentucky","south"
""alexandria or further south  "","kentucky","south"
""just be cautious of new homes built on fill dirt on top of hills   the suburbs have been expanding into the steeper woods  and most developers don't understand or don't seem to care about the landslide potential in the area  been a bunch of neighborhoods over the past 30 years with houses that split in half because of greedy lot placement   "","kentucky","south"
