comment,state_group,region
""i thought republicans believed that more folks needed to get tech and trade degrees and not 4 year college degrees  slashing departments out of spite then crying when you didn't get a slice of the business your part advocated for  fuck hush and fuck masterson and while i'm at it  fuck everyone who voted for state house republicans     "","kansas","midwest"
""masterson will bring it to a vote again and the r supermajority will get it passed  fht be damned  "","kansas","midwest"
""everything is a threat these days  the monied folk just take what they want  even when they created the situation that put them in their current predicament  "","kansas","midwest"
""i mean there are too many destination colleges  "","kansas","midwest"
""thanks koch brothers "","kansas","midwest"
""dead on  great comment   "","kansas","midwest"
""  emporia was known as the teacher college  but now it s just a shell of its former self  "","kansas","midwest"
""that was entirely the point  the kochs  and other fellow oligarchs  want to destroy the education system  it's easier to manipulate the masses if they aren't educated  "","kansas","midwest"
""rich business minded assholes strike again "","kansas","midwest"
""who in the absolute world would consider emporia to be a  destination   "","kansas","midwest"
""there are too many universities in kansas for the size of the population  "","kansas","midwest"
""anyone traveling there to attend school   see also  community college  "","kansas","midwest"
""yes "","kansas","midwest"
""just get a kansas id bud  it s that simple really  anyway else and you run into potential legal issues or other hurdles  "","kansas","midwest"
""why not walk your behind into the kansas dmv and get a kansas drivers license since you moved to kansas  "","kansas","midwest"
""you can even reserve your spot in line on your phone and they'll text you when it's about to be your turn  don't even have to wait in the dmv office  "","kansas","midwest"
""since it doesn't sound like you are military or a college student  congratulations  you are a kansas resident  you need to update your license and vehicular registration to kansas within 90 days  so you might want to do this sooner rather than later since you're already behind  the good news is that once you've done that  you won't have to worry about your original question  "","kansas","midwest"
""you just need a ks license  you could buy one in colorado and then check it on the return flight  following tsa and airline guidelines for how to do so  it's not that hard   you would probably be falsifying a federal form if you did that since your colorado address would be out of date  listing a kansas address on the atf form but showing a colorado id at the store might raise some eyebrows  and is likely some form of illegal   "","kansas","midwest"
""just go get the license and do it right  i would say it's a little suspicious if you are thinking you need a firearm so desperately and quickly that you're looking to circumvent the laws  but i don't know your situation  "","kansas","midwest"
""kansas license is worth it anyway  if you get pulled over  it s going to be an issue  "","kansas","midwest"
""you are supposed to get a ks id within 90 days of establishing residency anyway  if you re going to be here 2 years you probably should just get one  "","kansas","midwest"
""i ve bought guns in oklahoma even though i live in ks  the address on my license just had to match what i put on the 4473 when filling it out  can t say 100  for co cause their laws may be different regarding that  "","kansas","midwest"
""if you buy it and bring it to ks you don't have any registration or anything like that to worry about   i don't know how the airline part of the equation works since i've never considered doing that   if it were me i'd buy it in ks and leave it in ks  "","kansas","midwest"
""when in doubt talk to the gun dealer ffl and explain the situation  "","kansas","midwest"
""however  one thing to remember is that colorado has magazine restrictions and kansas does not   depending on the handgun you might not get as large of a magazine with the gun as you would normally   if you plan to go back to colorado and have the larger magazine then you'd need to leave it at home   just beware of that  "","kansas","midwest"
""bonus tip   if you buy the gun from a private party you don't have to worry about the federal background check as long as the private party doesn't require it  "","kansas","midwest"
""i sold guns for 6 years at a retail store one thing we could use a bunch was  if you have a co license get a usps change of address or a kansas voter registration and that would be able to get you a handgun because the license being out of state verifies you are real and the change of address voter registration verifies you live in kansas "","kansas","midwest"
""whatever state you are buying it in  you need a id that's current with your address  so if you go fill out the 4473 and you live in kansas but your id is still colorado you are lying of a federal form  yes certain guns can be sold to out of staters but it can get real tricky  just forward some bills to your new address  get a kansas dl  much simpler  "","kansas","midwest"
""you will need a ks license  "","kansas","midwest"
""you're supposed to update your license when you move homie  by law  now i haven't always been the best at that  but i agree with the others and just get a license  if you want to avoid huge lines and wait times  look for a dmv outside the metro areas in a smaller town  i'm not gonna share where i go on reddit  but my typical spot i walked in and got a new license and walked out in 8 minutes  8 minutes of your time and probably like 30 dollars and this problem is nil  "","kansas","midwest"
""welcome back to kansas  you made the right choice moving here  è ª "","kansas","midwest"
""if your gonna to get a kansas id also having the kansas ccl is worth having just to avoid the long wait times on the nics system  and the license is only 32 and some change plus the cost of the class  i used to assist in the ccl classes and there is a healthy portion of the class that covers legal aspects of carrying a gun  "","kansas","midwest"
""i m going to colorado for the holiday  so didnt know if i should look into buying one while i m there  "","kansas","midwest"
""i ll likely just look into getting a ks license first  thanks "","kansas","midwest"
""handguns are different from long guns "","kansas","midwest"
""i believe that's long guns only  handguns have to be shipped back to your home state ffl  "","kansas","midwest"
"" bonus tip  if you buy the gun from a private party you don't have to worry about the federal background check as long as the private party doesn't require it  "","kansas","midwest"
""true  just remember to register it  "","kansas","midwest"
""there is no gun registration "","kansas","midwest"
""there's no place to register it  "","kansas","midwest"
""what  "","kansas","midwest"
""lolwut  you don't have to register a firearm in kansas  how would someone get a stolen firearm back  or even report it for that matter  if it's not registered to anyone  "","kansas","midwest"
""what  "","kansas","midwest"
""guns aren't registered  "","kansas","midwest"
""as long as you know what the serial numbers are  they can be reported and possibly recovered and returned if stolen  "","kansas","midwest"
""i also have mine listed with serial numbers and pictures on an insurance policy  that policy also covers all my reloading equipment and accessories for everything as well  "","kansas","midwest"
""tell me where the gun registration office in kansas is   there isn't one  "","kansas","midwest"
""guns are like power tools in kansas   the only difference is that you need a federal instant background check to purchase from a dealer  "","kansas","midwest"
""hmm  okay  i'm so confused  there's no registration in oklahoma either  where i'm originally from   but my husband said one of the handguns we have is  in his brother's name  so we don't use it  his brother is in mt  so i figured getting it switched without him here was the issue  but if it isn't registered then wtf does he mean  "","kansas","midwest"
""his brother likely purchased it new  filled out the atf form 4473   one part of which states the firearm isn't being purchased for someone else not qualified  felons  under age  domestic violence  and you are the actual buyer  "","kansas","midwest"
""yeah it's highly misunderstood  federal law prohibits a searchable indexable list of gun owners  what people mistake as registration is just the background check form  form 4473  that they fill out when purchasing  the gunshop is required to retain the 4473 as a record of the sale  but it is never filed as a registration  "","kansas","midwest"
""i used to work for the family that started pizza hut pizza hut would snitch lol "","kansas","midwest"
""i see what you did there  i hope it pans out for you  "","kansas","midwest"
""there would have been no one there to be able to snitch "","kansas","midwest"
""spangled definitely would have snitched though "","kansas","midwest"
""we're going to see this joke a lot over the next few weeks  aren't we  "","kansas","midwest"
""dumb "","kansas","midwest"
""the real knee cappers would be papa john's  "","kansas","midwest"
""their ceo bitched about having to price up twenty five whole cents for pizza to provide healthcare insurance for all of his employees  "","kansas","midwest"
""you're probably right but i doubt the delivery driver would  "","kansas","midwest"
""stop "","kansas","midwest"
""that's deep  keep dishing    "","kansas","midwest"
""from the  memes of wichita  "","kansas","midwest"
""https   preview redd it spxqzrmcd96e1 jpeg width 1382 format pjpg auto webp s 916ae03c95c1fc1b28cac58dd77f53b02cb87bdd "","kansas","midwest"
""he was there on 12 4 so not only would they snitch they also won't support his alibi  "","kansas","midwest"
"" do i need a  s   "","kansas","midwest"
""maybe  ∑    "","kansas","midwest"
""i really want to see if oklahoma picks sonic or braum's so at least one more please  "","kansas","midwest"
""for a  50k reward  i think you re overestimating delivery drivers desire to defend murderers "","kansas","midwest"
""too cheesy  "","kansas","midwest"
""i think you're taking me a bit too seriously here  "","kansas","midwest"
""goddammit  that was good  £ "","kansas","midwest"
""probably right lol "","kansas","midwest"
""speaking as a brown guy who spent 11 years married to an african american lady and has two kids with her "","kansas","midwest"
""ks is way different from fl where i grew up  i feel the racism is just as present but it's a lot more covert  and it's  a different level of danger  it's not going to be physical violence near as often  south vs midwest thing i've heard a few people comment on in the context of racism   ks especially our that way is midwest or western culturally  mo especially towards stl is the south  kc area is a mix  "","kansas","midwest"
""so it really depends what you're comparing it to  "","kansas","midwest"
""i can't speak for that particular town as i live a good bit east  "","kansas","midwest"
""i was a ride share driver and took people to and from k state and fort riley on long airport runs  including a few african americans and their experiences that they shared with me seemed positive  but we're talking strangers making conversation on a couple hours road trip  not actual friends  "","kansas","midwest"
""clearest way i can say this  back in 2016 i personally was at a political rally and i saw absolutely zero provocation  cops launched capsaicin or tear gas canisters at a political protest  i was close enough to get moderately watery eyes  the main group that got the gas canister was chanting about blm talking points  there was pro trump people also rallying within sight  literally different ends of a block  "","kansas","midwest"
""but i have also given rides to my black coworker who has troubles due to drug related felonies  and i'm not at all worried about getting harassed for weird bs or happening to run into a cop if i was speeding  which is definitely different from when i was in fl in the early 2000s  that's the difference of south vs midwest cities  and decades  and again i can't speak for that town  it's just me clarifying kansas is just different  better  not perfect  but better than where i grew up  "","kansas","midwest"
""i do have a buddy who is black and he went to a school in pittsburg til 2020 and said compared to where he grew up in oklahoma it's much  much better  but it's just hearsay  and idk what he was comparing it to  i just know he said that's why he has no plans to move back there  and it was specifically about the racism issue  "","kansas","midwest"
""you ll be safe in augusta  you should have no problems in augusta  i ve lived here my whole life and it s a pretty good community  like every group of large people you ll have your wackos weirdos but it s a small small small group  also we are definitely not a sundown town  for sure at one point in history but not today   "","kansas","midwest"
""i will say though  if you re renting  or buying honestly  augusta will be a bit on the pricey side in terms of taxes and rent  but you can still find a decent place for a decent amount  we re not as bad as andover though  lol "","kansas","midwest"
""pittsburgh is awesome and close to mo é ö ¥ "","kansas","midwest"
""as a fellow black kansan  i think the best city for you would be pittsburg  lots of young people your age with the college and it s more diverse than any of the other cities you mentioned  kansas has a friendly culture  but i would be worried about the people who now feel embolden in their racism  prejudice  etc  "","kansas","midwest"
""i grew up in overland park and never had an issue with my race  ik you didn't mention it but i have friends in fort hayes and they like it there as well with no issues "","kansas","midwest"
""why do you want to move to these towns  college  work  "","kansas","midwest"
""i want to plug manhattan  the university brings a ton of diversity  and the army brings a lot of diversity  they are warm and welcoming people  we would love to have you  it is perfect for us  not a big city  but has everything we need  2 hours from kc for whatever we don't have   "","kansas","midwest"
""sorry  but i cannot comment on the wichita to augusta area  i am not familiar with it  i only pass through wichita on my way to my main office in okc   "","kansas","midwest"
""i am not a black man but do have some really close friends who are and are also kansans  i cannot speak to personal experiences but only to what i have been told  i have been told there are not many  bad  places in eastern kansas  or any of kansas for that matter  i do have a friend from kansas  and he has lived all over the state working in construction  he says that he has never really felt unsafe anywhere  but ne kansas is his favorite part of the state  i asked him about the area you asked  and he has never been there but has also not heard anything negative about it in that regard   "","kansas","midwest"
""there are assholes everywhere  however  they tend to be the minority here in most of kansas  i will add that sedgwick and butler counties are fairly red  for what that is worth  that does not make them bad people by any means  so take that for what it is worth  i am stating that to inform you on the area's politics  not the people  "","kansas","midwest"
""i grew up in ks  now live in tn  kansas is 99  whitewashed  you're not going to experience violent racism  more like passive aggressive racism  you're perfectly safe in augusta  and that puts you at the edge of the flint hills if you like nature  but you might make more friends in derby  "","kansas","midwest"
""i ve lived here in augusta all 23 years of my life and never had seen any issues with it  there s an increasing number of racial students at the schools  residents in town  and people that work for the city  some of our favorite officers on the safety department are black or hispanic  and they do an excellent job  if you re looking at it for college  there are a few community colleges around the area that are quite good  as well as multiple universities in wichita  i enjoy augusta because it s close enough to wichita that we can get there anytime we need to  and it s always   30 minutes  but it s still far enough away that we don t typically deal with the large political  safety  or cultural issues they have in the larger city   "","kansas","midwest"
""tl  dr  "","kansas","midwest"
""yes  it s perfectly safe  "","kansas","midwest"
""i would stay away from el dorado  i m mexican and every time i ve stopped there i ve felt wildly uncomfortable  last time i went we had to stop for gas and i ran in to use the bathroom  there was a guy talking to the cashier and said he wanted to exchange his money because some black person  but he used a slur that i will not be typing  gave him money and he didn t want to touch it  the cashier laughed and i got my ass out of there because i didn t feel comfortable  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""pittsburg 100  "","kansas","midwest"
""i used to live in augusta  both of my kids graduated from high school there   it's a quite  blue collar community   a lot of people that live there work in the aircraft industry   it's pretty white and i suspect pretty republican  politically   but i don't think you'd be in any danger there  "","kansas","midwest"
""there are no sundown cities in kansas  anymore   i don't know if it was one back in the day or not   however  most of the people that live there don't have a history going back three or more decades  so i don't think it would make any difference  "","kansas","midwest"
""edit to add   i think you age might be a bigger problem than your race  i'm not sure how many apartments would rent to a 17 year old male  "","kansas","midwest"
""i'm not a black person but i live in emporia and i find that  in  town  it is a very progressive university town  the population is very diverse  i enjoy living here   small town vibes but not  rural   i work in topeka  "","kansas","midwest"
""my 2 cents  as a mixed race  black white  person who's lived in ks my whole life  damn near everyone around me is racist  but not violently racist  and sexist  and homophobic  and transphobic  i hear the n word and other slurs often  as  jokes   from people i thought could be friends  from coworkers  from bosses  and good luck telling anyone it's wrong or to stop  i hear people complain about  blacks and mexicans  all the time  sometimes they complain to me  maybe because they see me as  white adjacent  and think i'll laugh at their racism with them  i've absolutely been treated differently because of my race  but again  it's never violent  so take that as you will  it's hard to trust white people enough to befriend them  i've had close friends remove the veil and start spewing racist bullshit right to my face  and then get surprised that i'm upset and stop talking to them  "","kansas","midwest"
""personally think you would like el dorado the best  it is close to wichita which is one of the most diverse cities in kansas  i personally do not hear much of race crimes here  if they happen they are few and far between  "","kansas","midwest"
""ive lived in butler county for 10  years  you'll be fine in augusta    "","kansas","midwest"
""come to wichita  "","kansas","midwest"
""i d say derby is one of your better options if you can afford it  at the low rate of only 80  white  the town is generally more diverse than some of the others ime  i m not saying any of them would be dangerous for you we don t have sundown towns in kansas to my knowledge but you might find yourself in very white areas where you ll be a noticeable minority  "","kansas","midwest"
""augusta is fine  derby isn t bad but mulvane is just a bit further and seems quieter and probably cheaper  "","kansas","midwest"
""i know a lot of people in augusta  not one black person from there that i know  definitely visit first and get a vibe feel  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""lol just another month to kansans "","kansas","midwest"
""i m white and old and i can t imagine you having any problem with you living in kansas regardless of where you decide   here s the thing  work hard and you ll be rewarded  simple shit  "","kansas","midwest"
""if it's been a few years since your buddy's felonies  tell them to call kansas legal services and see if they can help with expungement  "","kansas","midwest"
""just curious  what part of fl did you live  i lived in the tampa metro and never saw racism   just my experience "","kansas","midwest"
""fellow black guy here  living in mo  i wouldn't necessarily  run  here  "","kansas","midwest"
""mo the former slave state  as opposed to the free state  "","kansas","midwest"
""that first sentence confused me a t first and i thought i found clayton bigsbys account  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""collage for pittsburgh and augusta i just kinda want to move somewhere that s not to far from the city but not in the city "","kansas","midwest"
""this is probably the most accurate depiction  most people are kind  there is still ignorant racism  "","kansas","midwest"
""i'm hispanic and never had a issue  but a buddy of mine that's hispanic but looks darker than me grew up in chanute and dates a white girl  he said going to stores there people would be asking the white girl why she's with a man like him  and other things  "","kansas","midwest"
""as a black person in kansas i'll let you know the issue is that there are lots of racist motherfuckers all over the state  unfortunately white folks don't tend to notice because they don't direct their racism at you  even if you're friends with black people you aren't the target of racism so that's why you don't notice  "","kansas","midwest"
""hard disagree on derby  it's filled with quiet racists who allow their kids to bully anyone who isn't white   unless said kids are in the football team  those bullying kids stay  and turn into bullying adults  "","kansas","midwest"
""i m from western ks and there are definitely some small towns i absolutely wouldn t move to out there if i were black  just facts unfortunately  "","kansas","midwest"
""maybe you feel like kansas doesnt have any sundown towns because you are not the target  i used to work in greensburg for about 8 years and the only people i saw get their vehicle tore apart and searched were brown black  never a white person  it's quiet racism around here so other white people don't notice unless you learn to look  i say this a very white person  "","kansas","midwest"
""as a black person in ks i am here to tell you that despite the year being 2024 there are plenty of racist people and i still experience harassment despite touching grass almost every day  "","kansas","midwest"
""i ve definitely seen black people be treated in prejudiced ways in certain parts of the state and not in others  by teachers  police  and in general interpersonal relations  i think you re misinterpreting  safe  in a social sense with a mortal sense  "","kansas","midwest"
""i'm black and while the world you're imagining would be amazing  unfortunately there's lots of racism happening in kansas every day  even when you're working hard  as a white person you aren't the target so of course you don't notice it as it's not being directed at you  "","kansas","midwest"
""k thanks  i'm working in lawrence currently which i'm told is where you want to live in ks if you're an ex convict or a parolee  the guys i've talked to with direct knowledge are aware of the programs and working them   "","kansas","midwest"
""that's a favorable statement about lawrence  to be clear  "","kansas","midwest"
""orlando so it's a melting pot of recent arrivals and most people were completely cool  but there's traces of the old south  i dealt with all different demographics of people due to various jobs and experiences  one job had me travel all over fl for work  often stayed in tiny towns  my ex wife was from a tiny town near the fl ga line  "","kansas","midwest"
""if you're not aware there's still townships where the way the residential lots are plotted immediately gives away which neighborhood was where you had to live if your skin was darker than a brown paper bag were restricted to back in the jim crow days  idk what to tell you  apopka  sanford  fernandina beach  ex wife's hometown are towns in fl where that's immediately visible within a certain corner of the town  fernandina beach used to be where it was ok for darker folks to live  amelia island is the nearby winter resort where many worked as domestic servants  "","kansas","midwest"
""try working and living in those neighborhoods and you might have to encounter people who speak of how things used to be long before disney with a favorable nostalgic perspective  ybor city is a neighborhood closer to you that i would expect to observe overt racism  idr if there are readily visible traces of segregation there  i wasn't around back in the truly bad old days but as a kid i heard the cultural remnants of that time  such as  hearing casual use of racist slurs and shocking perspectives worthy of a kkk member from random people  albeit pretty rare and tended to be in small isolated areas  "","kansas","midwest"
""i tried to google news stories from the 90s that affected me  didn't easily find it  but i was aware of one small out of the town i would once have warned op about  it's been thoroughly cleaned up about 30 years ago  long story i can't find documentation for  here's a link to a more recent story i did find mentioning overt racism  "","kansas","midwest"
""https   www justice gov opa pr justice department settles race discrimination case against florida city securing 195000 lost "","kansas","midwest"
""not here to argue or offend  just did my best to answer a question  i will say an adjacent topic came up months ago in a different sub and i gave a much more negative response about the rural areas around kearney mo  but that's not relevant to op  it's a few hours away  "","kansas","midwest"
""oh i was just referencing your cannabis legalization  pittsburgh is a short drive from some decent dispensaries  i bet they see a lot of ks ids  lol  "","kansas","midwest"
""our new racist president  duh "","kansas","midwest"
""i lived in pittsburg while my husband finished his degree at pitt state  the campus is great  it's affordable and joplin is a bigger city that is only about 30 minutes away if you get bored and have transportation  as a white person with a non existent social life  i have limited knowledge about the racism aspect  but my husband went to school with someone who was from oklahoma and said that he felt safer in pittsburg than his hometown  i don't recall the specific town   the kids i worked with came from surrounding smaller towns that have a sketchy history with racism  there were comments kids would make that made it clear that they'd heard these things at home  and there were whispers about at least one of these towns being a sundown town  i wish i could recall which one  not saying any of this to scare you  i just want to make sure you're informed  pittsburg itself is a diverse little town with stuff to do for the college kids and some great food options  "","kansas","midwest"
""augusta and pittsburgh are a couple hours drive  if you re going to school in pitt  then i d stay in pitt  it is definitely not a city  more like a larger town   "","kansas","midwest"
""augusta is a cute town and it s about 20 miles from downtown wichita   "","kansas","midwest"
""i don t think any of the places you mentioned are sundown towns  i d be shocked if they were   "","kansas","midwest"
""i want to say we are all tolerant here in kansas no matter your color  sadly there are a lot of magats here though so i guess it depends  "","kansas","midwest"
""have you considered lawrence ku  i m not saying it s a utopia  and still majority white  but folks tend to be a bit more open minded  plus it s a fun town  "","kansas","midwest"
""have you visited pitt state   it's a very small town and only thing they have going is the university   no real mall  movie theater from 1960 it seems    once school is out that town is dead   "","kansas","midwest"
""guessing you will be attending pittsburg state   if you are going to be in college for the first time  try to live in the dorms or really close to campus  if you want to meet fellow students and make friends   i lived on campus my first year or so then moved off campus after my social network was established  "","kansas","midwest"
""el dorado is a college town that has a large variety of people  they also tend to have many kenyan runners and a diverse football team  i've lived in the area for a good chunk of time  lived in douglass  augusta  towanda  el dorado  and ended in andover   they all have perks  they all have negatives  i can't say how you'll be treated racially  as i'm white   my mother however is eastern european  and i've seen first hand  that despite her citizenship  her opinion doesn't matter  because she's not american  my advice would be  unless you are going to butler in el dorado or andover  just move to wichita   el dorado isn't terrible  likely better than anything listed other than andover   augusta doesn't have lots of economic push aside from locals commuting to work aircraft jobs   el dorado is a mixture  economically you have the refinery and all its sub contractors  and prison as top job contenders  you also have butler county community college as a center point   towanda is a mixing pot  people move there for a small town atmosphere  but many commute to el dorado or wichita for major jobs   douglass i don't remember  so i can't give advice as to it's strengths or weaknesses   "","kansas","midwest"
""honestly  i would vote for andover or wichita   neither is a bad choice   i will note i like the smaller town feel or andover  with the ability to access wichita's amenities at the drop of a hat   i hate how many people here act like they are better than the surrounding area    "","kansas","midwest"
""i'll also note  el dorado  andover  and wichita have very quick and easy turnpike access    "","kansas","midwest"
""i imagine your safest pick is el dorado and andover  cost of living in andover may be near unbearable though  my personal pick would be moving to wichita  it's much more diverse and offers far more benefits than any of the other locations  "","kansas","midwest"
""it's the ignorance that really shines  "","kansas","midwest"
""that s tough to hear as a ks gringo  i appreciate everyone s honesty in this thread  really wish it wasn t this way  "","kansas","midwest"
""i ve noticed   i have friends who have been harassed by cops  profiling i guess  i grew up part of the time in a minority neighborhood in az  i got beat on every day for awhile  then i befriended the guys picking on me  racism in any form sucks  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""thank you for this reply  i completely agree and have experienced it myself  how does one comment on something they ve never experienced and have no empathy for  "","kansas","midwest"
""i ve worked and grew up with a lot of black men and consider them my friends and brothers   i hate it when people use race as an issue because they re not fairly treated   what s your occupation  "","kansas","midwest"
""yeah  lawrence is great  kansas in general also has surprisingly good expungement laws  but the paperwork and processes make it so a lot of people don't bother  but it's worth doing if you can get some help from kls or ku legal aid or another source  "","kansas","midwest"
""thank you so much for sharing   "","kansas","midwest"
""well our old one too i suppose "","kansas","midwest"
"" removed  "","kansas","midwest"
""same "","kansas","midwest"
""i did not generalize nor did i make any jokes  "","kansas","midwest"
""you re the idiot who s trying to convince people trump isn t racist and is some diversity supporting guy  Ç  stfu and sit down  "","kansas","midwest"
""have you asked your friends if they've had experiences with racism  if not  maybe do that  "","kansas","midwest"
""yeah i've heard it mentioned in a positive context  "","kansas","midwest"
""it's night shift at a manufacturing job so i have limited conversation about some of it  just a guy i gave a ride to for about a year bc he couldn't get a license  he didn't want to talk about the details of why and i didn't press the issue  "","kansas","midwest"
""this is more a dark joke that we re elected this idiot  and not pointing to biden  right  just trying to understand and clear up the downvotes  "","kansas","midwest"
""or the easily google able opinion piece he took out on the central park five   "","kansas","midwest"
""or the lawsuits for the discriminatory practices he conducted with his properties by not renting to black tenants   "","kansas","midwest"
""or his constant pushing the claim that obama was never born in the us   "","kansas","midwest"
""or his tacit support of white supremacy like having dinner with self proclaimed white supremacist nick fuentes   "","kansas","midwest"
""or his consistent use of blood libel in his campaign speeches  "","kansas","midwest"
""i don t know why people would think he s racist actually  "","kansas","midwest"
""anybody who defends white supremacy is a racist   ∑ "","kansas","midwest"
""just dropping this off  "","kansas","midwest"
""https   apnews com article fact check trump racism election obama 018824651613 "","kansas","midwest"
""misinformation disinformation and bad faith submissions will be removed at the discretion of the moderator team  we welcome clearly identifiable  opinions   but presenting false information as fact  whether knowingly or unknowingly  is prohibited  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""we talk about it all the time and they work hard and are rewarded for it   i m not saying it doesn t happen but if you prove to everyone you are just as good or better at something then it shouldn t be an issue   if you ve been discriminated against that s bullshit but if you re not stepping up to the plate then i d be in your shit too   i ve run some big jobs and pissed off a lot of people and hurt some feelings along the way but when they are having me run multi million dollar projects i don t put up with no bs   i sent two white guys to the shop one morning and one was the bosses nephew so i don t care about race as long as the person is willing  to work  wants to learn and is there everyday on time  they re probably going to work out   i got in a black workers ass one day because he wasn t paying attention the day before  i lit him up  he was pissed but since then he apologized and thanked me for making him a better elevator mechanic and we re great friends now  had nothing to do with his race  "","kansas","midwest"
""lol biden is old and racist but i was saying trump is also our old president  the world didnt end  black and mexican people like the guy  i dunno  "","kansas","midwest"
""oh  you mean like the left who twisted the definition of racism in a way that parrots white supremacist rhetoric  or who believes minorities are incapable of getting ids for things like voting  or believe that every minority group thinks and behaves a certain way  "","kansas","midwest"
"" deleted  "","kansas","midwest"
""too bad we all know his supporters don't care about facts that make dear leader look bad in any way  "","kansas","midwest"
""dear leader is never wrong  and is always the innocent victim of a corrupt  and weaponized justice system   Ñ "","kansas","midwest"
""white folks tend not to notice  they don t have the lived experiences to pick up the subtle  and sometimes not subtle  forms of racism that occurs   "","kansas","midwest"
""if you don t believe it  then i have an episode of doctor who for you  "","kansas","midwest"
""huh  that's not generalizing  it's observing human nature  i don't notice people making rude comments to jewish people because i'm not jewish  so they're not talking to me when they do it   "","kansas","midwest"
""i'm gonna notice if people are shouting racist slurs at black people  but i'm not necessarily gonna pick up on people making comments directly to them or watching them extra closely to make sure they're not stealing  or scowling when they hug their white gf bf  people notice things that happen to them more than they notice things that happen to other people  "","kansas","midwest"
""you're being purposefully obtuse  "","kansas","midwest"
""it is a generalization but in most cases  it holds true  i m white and grew up in kansas and i only notice the type of racism we have here when it s really obvious or i m actively paying attention  it s not an attack to point out white kansans not noticing the racism prevalent in our surroundings when many of us were not taught about it in schools or at home growing up  it s just something we all need to work at improving in  i m nowhere near perfect in recognizing and fighting racism but i am going to continue educating myself so i can be a better friend and ally than i am now  "","kansas","midwest"
""this is an absolute fact not racist  "","kansas","midwest"
""hi  you don't have black friends  you know black people  hope this helps  "","kansas","midwest"
""one president learned from his mistakes and spent the last 20 years of his career trying to do better for the people he maligned  the other is pouring fuel on the fire  "","kansas","midwest"
""lol bro what are you talking about  Ç Ç "","kansas","midwest"
""did you forget about charlottesville  where a protester was killed and trump said there were  fine people on both sides   "","kansas","midwest"
""or during the 2020 debate when asked to denounce white supremacists and he wouldn t  or when he told the proud boy s to  stand back and stand by  in sighting the failed insurrection  "","kansas","midwest"
""cmon man   all easily google able  "","kansas","midwest"
